City_/_Town_(Receiving_Water),Applicant_/_Facility_Name,Permit_Number,Date_of_Issuance,City/Town,Facility_Name,Facility_name_clean,Permit_URL,Stage,State,Watershed,City_/_Town,Comment_Period_Dates
"Southport (Townsend Gut, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0022489permit-2007.pdf'>Lawnmeer Inn (pdf)</a> <span class='document__meta'>(2.4 MB)</span>,ME0022489,02/21/2007,Southport,<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0022489permit-2007.pdf'>Lawnmeer Inn (pdf)</a> <span class='document__meta'>(2.4 MB)</span>,Lawnmeer Inn (pdf) (2.4 MB),['https://www.epa.gov/system/files/documents/2025-09/finalme0022489permit-2007.pdf'],final,me,"Townsend Gut, Class SB",,
"Southport (Pig Cove, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0002682permitmod-2010.pdf'>Middle Beach Group, The (Administrative Modification) (pdf)</a> <span class='document__meta'>(43 KB)</span>",ME0002682,03/16/2010,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0002682permitmod-2010.pdf'>Middle Beach Group, The (Administrative Modification) (pdf)</a> <span class='document__meta'>(43 KB)</span>","Middle Beach Group, The (Administrative Modification) (pdf) (43 KB)",['https://www.epa.gov/system/files/documents/2025-08/finalme0002682permitmod-2010.pdf'],final,me,"Pig Cove, Class SB",,
"Southport (Pig Cove, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0002682permit-2009.pdf'>Middle Beach Group, The (pdf)</a> <span class='document__meta'>(4.4 MB)</span>",ME0002682,05/19/2009,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0002682permit-2009.pdf'>Middle Beach Group, The (pdf)</a> <span class='document__meta'>(4.4 MB)</span>","Middle Beach Group, The (pdf) (4.4 MB)",['https://www.epa.gov/system/files/documents/2025-08/finalme0002682permit-2009.pdf'],final,me,"Pig Cove, Class SB",,
"Southport (Cape Newagen Harbor, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0021229permit-2011.pdf'>Newagen Seaside Inn, Inc. (pdf)</a> <span class='document__meta'>(2.1 MB)</span>",ME0021229,11/03/2011,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0021229permit-2011.pdf'>Newagen Seaside Inn, Inc. (pdf)</a> <span class='document__meta'>(2.1 MB)</span>","Newagen Seaside Inn, Inc. (pdf) (2.1 MB)",['https://www.epa.gov/system/files/documents/2025-08/finalme0021229permit-2011.pdf'],final,me,"Cape Newagen Harbor, Atlantic Ocean, Class SB",,
"Southport (Pig Cove, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0037079permit-2009.pdf'>North End Assoc. (pdf)</a> <span class='document__meta'>(5.7 MB)</span>,ME0037079,09/29/2009,Southport,<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0037079permit-2009.pdf'>North End Assoc. (pdf)</a> <span class='document__meta'>(5.7 MB)</span>,North End Assoc. (pdf) (5.7 MB),['https://www.epa.gov/system/files/documents/2025-08/finalme0037079permit-2009.pdf'],final,me,"Pig Cove, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0036862permitandtransfer-2023.pdf'>Radify Southport LLC - Ocean Gate Inn - Overboard Discharge (Transfer from TWG Southport, LLC) (pdf)</a> <span class='document__meta'>(1.6 MB)</span>",ME0036862,03/03/2023,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0036862permitandtransfer-2023.pdf'>Radify Southport LLC - Ocean Gate Inn - Overboard Discharge (Transfer from TWG Southport, LLC) (pdf)</a> <span class='document__meta'>(1.6 MB)</span>","Radify Southport LLC - Ocean Gate Inn - Overboard Discharge (Transfer from TWG Southport, LLC) (pdf) (1.6 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalme0036862permitandtransfer-2023.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0036862permit-2022.pdf'>TWG Southport, LLC - Ocean Gate Resort - Overboard Discharge (pdf)</a> <span class='document__meta'>(1.3 MB)</span>",ME0036862,01/11/2022,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0036862permit-2022.pdf'>TWG Southport, LLC - Ocean Gate Resort - Overboard Discharge (pdf)</a> <span class='document__meta'>(1.3 MB)</span>","TWG Southport, LLC - Ocean Gate Resort - Overboard Discharge (pdf) (1.3 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalme0036862permit-2022.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036862permittransfer-2018.pdf'>TWG Southport, LLC (Transfer from Gem Hospitality Group, LLC) (pdf)</a> <span class='document__meta'>(2.9 MB)</span>",ME0036862,01/16/2018,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036862permittransfer-2018.pdf'>TWG Southport, LLC (Transfer from Gem Hospitality Group, LLC) (pdf)</a> <span class='document__meta'>(2.9 MB)</span>","TWG Southport, LLC (Transfer from Gem Hospitality Group, LLC) (pdf) (2.9 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalme0036862permittransfer-2018.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0036862permit-2011.pdf'>Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(2.3 MB)</span>",ME0036862,12/05/2011,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-08/finalme0036862permit-2011.pdf'>Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(2.3 MB)</span>","Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf) (2.3 MB)",['https://www.epa.gov/system/files/documents/2025-08/finalme0036862permit-2011.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036862permit-2016.pdf'>Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(1.6 MB)</span>",ME0036862,07/06/2016,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036862permit-2016.pdf'>Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(1.6 MB)</span>","Gem Hospitality Group, LLC d/b/a Ocean Gate Motor Inn (pdf) (1.6 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalme0036862permit-2016.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Townsend Gut, Atlantic Ocean, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0036862permit-2006.pdf'>McFarland, Swan, and Coston Holdings, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(1.3 MB)</span>",ME0036862,12/06/2006,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0036862permit-2006.pdf'>McFarland, Swan, and Coston Holdings, LLC d/b/a Ocean Gate Motor Inn (pdf)</a> <span class='document__meta'>(1.3 MB)</span>","McFarland, Swan, and Coston Holdings, LLC d/b/a Ocean Gate Motor Inn (pdf) (1.3 MB)",['https://www.epa.gov/system/files/documents/2025-09/finalme0036862permit-2006.pdf'],final,me,"Townsend Gut, Atlantic Ocean, Class SB",,
"Southport (Boothbay Harbor, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0037176permit-2021.pdf'>Stephen E. Gray Lodges &amp; Industries, Inc. (pdf)</a> <span class='document__meta'>(1.9 MB)</span>",ME0037176,05/05/2021,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0037176permit-2021.pdf'>Stephen E. Gray Lodges &amp; Industries, Inc. (pdf)</a> <span class='document__meta'>(1.9 MB)</span>","Stephen E. Gray Lodges & Industries, Inc. (pdf) (1.9 MB)",['https://www.epa.gov/system/files/documents/2025-06/finalme0037176permit-2021.pdf'],final,me,"Boothbay Harbor, Class SB",,
"Southport (Boothbay Harbor, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0037176permit-2015.pdf'>Stephen E. Gray Lodges &amp; Industries, Inc. (pdf)</a> <span class='document__meta'>(1.5 MB)</span>",ME0037176,05/20/2015,Southport,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0037176permit-2015.pdf'>Stephen E. Gray Lodges &amp; Industries, Inc. (pdf)</a> <span class='document__meta'>(1.5 MB)</span>","Stephen E. Gray Lodges & Industries, Inc. (pdf) (1.5 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalme0037176permit-2015.pdf'],final,me,"Boothbay Harbor, Class SB",,
"Southwest Harbor (Tidewaters of Southwest Harbor, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0100641permitminormod-2024.pdf'>Southwest Harbor  Water &amp; Sewer District <abbr title='Publicly Owned Treatment Works'>POTW</abbr> (Minor Revision) (pdf)</a> <span class='document__meta'>(404 KB)</span>,ME0100641,07/19/2024,Southwest Harbor,<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0100641permitminormod-2024.pdf'>Southwest Harbor  Water &amp; Sewer District <abbr title='Publicly Owned Treatment Works'>POTW</abbr> (Minor Revision) (pdf)</a> <span class='document__meta'>(404 KB)</span>,Southwest Harbor  Water & Sewer District POTW (Minor Revision) (pdf) (404 KB),['https://www.epa.gov/system/files/documents/2025-06/finalme0100641permitminormod-2024.pdf'],final,me,"Tidewaters of Southwest Harbor, Class SB",,
"Southwest Harbor (Tidewaters of Southwest Harbor, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0100641permit-2021.pdf'>Southwest Harbor  Water &amp; Sewer District <abbr title='Publicly Owned Treatment Works'>POTW</abbr> (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,ME0100641,11/04/2021,Southwest Harbor,<a href='https://www.epa.gov/system/files/documents/2025-06/finalme0100641permit-2021.pdf'>Southwest Harbor  Water &amp; Sewer District <abbr title='Publicly Owned Treatment Works'>POTW</abbr> (pdf)</a> <span class='document__meta'>(1.6 MB)</span>,Southwest Harbor  Water & Sewer District POTW (pdf) (1.6 MB),['https://www.epa.gov/system/files/documents/2025-06/finalme0100641permit-2021.pdf'],final,me,"Tidewaters of Southwest Harbor, Class SB",,
"Southwest Harbor (Tidewaters of Southwest Harbor, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0100641permittransfer-2017.pdf'>Southwest Harbor Water &amp; Sewer District (Transfer) (pdf)</a> <span class='document__meta'>(365 KB)</span>,ME0100641,05/10/2017,Southwest Harbor,<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0100641permittransfer-2017.pdf'>Southwest Harbor Water &amp; Sewer District (Transfer) (pdf)</a> <span class='document__meta'>(365 KB)</span>,Southwest Harbor Water & Sewer District (Transfer) (pdf) (365 KB),['https://www.epa.gov/system/files/documents/2025-07/finalme0100641permittransfer-2017.pdf'],final,me,"Tidewaters of Southwest Harbor, Class SB",,
"Southwest Harbor (Tidewaters of Southwest Harbor, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0100641permit-2014.pdf'>Southwest Harbor <abbr title='Publicly Owned Treatment Works'>POTW</abbr>, Town of (pdf)</a> <span class='document__meta'>(2.4 MB)</span>",ME0100641,12/17/2014,Southwest Harbor,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0100641permit-2014.pdf'>Southwest Harbor <abbr title='Publicly Owned Treatment Works'>POTW</abbr>, Town of (pdf)</a> <span class='document__meta'>(2.4 MB)</span>","Southwest Harbor POTW, Town of (pdf) (2.4 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalme0100641permit-2014.pdf'],final,me,"Tidewaters of Southwest Harbor, Class SB",,
"Southwest Harbor (Tidewaters of Southwest Harbor, Class SB)","<a href='https://www.epa.gov/system/files/documents/2025-09/me0100641permit-2001.pdf'>Southwest Harbor <abbr title='Publicly Owned Treatment Works'>POTW</abbr>, Town of (pdf)</a> <span class='document__meta'>(877 KB)</span>",ME0100641,10/02/2001,Southwest Harbor,"<a href='https://www.epa.gov/system/files/documents/2025-09/me0100641permit-2001.pdf'>Southwest Harbor <abbr title='Publicly Owned Treatment Works'>POTW</abbr>, Town of (pdf)</a> <span class='document__meta'>(877 KB)</span>","Southwest Harbor POTW, Town of (pdf) (877 KB)",['https://www.epa.gov/system/files/documents/2025-09/me0100641permit-2001.pdf'],final,me,"Tidewaters of Southwest Harbor, Class SB",,
"Standish (Unnamed Tributary to the North Branch of the Little River, Class B)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0002399permit-2005.pdf'>First Technology (pdf)</a> <span class='document__meta'>(2.3 MB)</span>,ME0002399,11/21/2005,Standish,<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0002399permit-2005.pdf'>First Technology (pdf)</a> <span class='document__meta'>(2.3 MB)</span>,First Technology (pdf) (2.3 MB),['https://www.epa.gov/system/files/documents/2025-09/finalme0002399permit-2005.pdf'],final,me,"Unnamed Tributary to the North Branch of the Little River, Class B",,
"Standish (Saco River, Class A)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0101826permit-2016.pdf'>Maine School Administrative District #6 - Bonny Eagle (pdf)</a> <span class='document__meta'>(1.8 MB)</span>,ME0101826,04/05/2016,Standish,<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0101826permit-2016.pdf'>Maine School Administrative District #6 - Bonny Eagle (pdf)</a> <span class='document__meta'>(1.8 MB)</span>,Maine School Administrative District #6 - Bonny Eagle (pdf) (1.8 MB),['https://www.epa.gov/system/files/documents/2025-07/finalme0101826permit-2016.pdf'],final,me,"Saco River, Class A",,
"Standish (Saco River, Class A)",<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0101826permit-2005.pdf'>Maine School Administration Department (pdf)</a> <span class='document__meta'>(971 KB)</span>,ME0101826,07/01/2005,Standish,<a href='https://www.epa.gov/system/files/documents/2025-09/finalme0101826permit-2005.pdf'>Maine School Administration Department (pdf)</a> <span class='document__meta'>(971 KB)</span>,Maine School Administration Department (pdf) (971 KB),['https://www.epa.gov/system/files/documents/2025-09/finalme0101826permit-2005.pdf'],final,me,"Saco River, Class A",,
"Stonington (Deer Island Thorofare, East Penobscot Bay, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-04/finalme0101851permit-minor-mod-2025.pdf'>Stonington Sanitary District (Minor Modification) (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,ME0101851,04/14/2025,Stonington,<a href='https://www.epa.gov/system/files/documents/2025-04/finalme0101851permit-minor-mod-2025.pdf'>Stonington Sanitary District (Minor Modification) (pdf)</a> <span class='document__meta'>(1.1 MB)</span>,Stonington Sanitary District (Minor Modification) (pdf) (1.1 MB),['https://www.epa.gov/system/files/documents/2025-04/finalme0101851permit-minor-mod-2025.pdf'],final,me,"Deer Island Thorofare, East Penobscot Bay, Class SB",,
"Stonington (Deer Island Thorofare, East Penobscot Bay, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-02/finalme0101851permit-2025.pdf'>Stonington Sanitary District (pdf)</a> <span class='document__meta'>(3.2 MB)</span>,ME0101851,02/19/2025,Stonington,<a href='https://www.epa.gov/system/files/documents/2025-02/finalme0101851permit-2025.pdf'>Stonington Sanitary District (pdf)</a> <span class='document__meta'>(3.2 MB)</span>,Stonington Sanitary District (pdf) (3.2 MB),['https://www.epa.gov/system/files/documents/2025-02/finalme0101851permit-2025.pdf'],final,me,"Deer Island Thorofare, East Penobscot Bay, Class SB",,
"Stonington (Stonington Harbor/Deer Island Thorofare, East Penobscot Bay, Class SB)",<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0101851permit-2019.pdf'>Stonington Sanitary District (pdf)</a> <span class='document__meta'>(6.7 MB)</span>,ME0101851,03/22/2019,Stonington,<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0101851permit-2019.pdf'>Stonington Sanitary District (pdf)</a> <span class='document__meta'>(6.7 MB)</span>,Stonington Sanitary District (pdf) (6.7 MB),['https://www.epa.gov/system/files/documents/2025-07/finalme0101851permit-2019.pdf'],final,me,"Stonington Harbor/Deer Island Thorofare, East Penobscot Bay, Class SB",,
"T3 India Purchase (West Branch of the Penobscot River, Class B)","<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036536permit-2018.pdf'>Great Lakes Hydro America, LLC - North Twin Hydro Project (pdf)</a> <span class='document__meta'>(1.5 MB)</span>",ME0036536,12/04/2018,T3 India Purchase,"<a href='https://www.epa.gov/system/files/documents/2025-07/finalme0036536permit-2018.pdf'>Great Lakes Hydro America, LLC - North Twin Hydro Project (pdf)</a> <span class='document__meta'>(1.5 MB)</span>","Great Lakes Hydro America, LLC - North Twin Hydro Project (pdf) (1.5 MB)",['https://www.epa.gov/system/files/documents/2025-07/finalme0036536permit-2018.pdf'],final,me,"West Branch of the Penobscot River, Class B",,
